,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date,mm,dd
202,Arizona,0,Basic,High School or Below,Employed,1,Suburban,Married,Corporate Auto,1,2,Call Center,Four-Door Car,Medsize,2011-02-04,2,4
203,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-18,1,18
204,California,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-03,2,3
205,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-02,1,2
206,California,0,Basic,College,Employed,1,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-09,1,9
207,California,0,Premium,College,Employed,0,Suburban,Married,Corporate Auto,2,1,Branch,SUV,Small,2011-01-19,1,19
208,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Corporate Auto,3,2,Agent,SUV,Medsize,2011-01-11,1,11
209,Washington,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-01-31,1,31
210,California,0,Extended,High School or Below,Employed,0,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-01-11,1,11
211,California,1,Basic,College,other,0,Suburban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-11,2,11
212,Washington,0,Extended,College,Employed,0,Urban,Married,Corporate Auto,3,2,Web,Two-Door Car,Small,2011-01-22,1,22
213,California,0,Basic,High School or Below,Employed,1,Urban,Single,Special Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-24,2,24
214,Arizona,0,Basic,College,Employed,0,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Small,2011-02-28,2,28
215,Oregon,0,Extended,College,Employed,1,Suburban,Married,Corporate Auto,1,4,Call Center,Four-Door Car,Large,2011-01-25,1,25
216,Oregon,0,Premium,College,Employed,0,Urban,Married,Corporate Auto,3,4,Agent,Sports Car,Small,2011-02-26,2,26
217,Oregon,1,Extended,High School or Below,other,1,Suburban,Married,Special Auto,3,1,Agent,Two-Door Car,Small,2011-02-19,2,19
218,Washington,1,Basic,High School or Below,Unemployed,1,Suburban,Divorced,Personal Auto,3,1,Web,Sports Car,Medsize,2011-01-02,1,2
219,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-02,1,2
220,Oregon,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize,2011-01-26,1,26
221,California,0,Basic,Bachelor,Employed,0,Suburban,Divorced,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-02,2,2
222,Nevada,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-02-27,2,27
223,Washington,1,Extended,High School or Below,Employed,0,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Small,2011-01-20,1,20
224,Oregon,0,Basic,College,other,1,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Small,2011-01-17,1,17
225,Oregon,0,Extended,College,Employed,1,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-17,1,17
226,Nevada,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-02-24,2,24
227,Nevada,1,Basic,High School or Below,Employed,1,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-14,2,14
228,Arizona,0,Basic,High School or Below,Employed,0,Urban,Married,Corporate Auto,3,1,Agent,SUV,Small,2011-02-20,2,20
229,California,0,Basic,Bachelor,other,0,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small,2011-02-19,2,19
230,Arizona,1,Basic,Bachelor,Unemployed,1,Suburban,Married,Corporate Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-08,2,8
231,Arizona,1,Basic,College,Employed,0,Urban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-02-06,2,6
232,Arizona,0,Extended,High School or Below,Employed,0,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-27,2,27
233,Oregon,0,Premium,Bachelor,Unemployed,1,Suburban,Married,Personal Auto,3,1,Web,SUV,Small,2011-02-01,2,1
234,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Medsize,2011-02-23,2,23
235,California,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Small,2011-01-11,1,11
236,California,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Large,2011-02-10,2,10
237,Washington,0,Extended,College,Employed,0,Urban,Divorced,Corporate Auto,1,2,Branch,SUV,Large,2011-02-25,2,25
238,Washington,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-16,2,16
239,Washington,0,Basic,Bachelor,Employed,1,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-01-30,1,30
240,Nevada,0,Basic,High School or Below,Employed,1,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Small,2011-02-11,2,11
241,Arizona,0,Basic,College,Employed,1,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Large,2011-01-14,1,14
242,Oregon,0,Basic,College,Unemployed,1,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Small,2011-02-14,2,14
243,California,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,2,2,Web,Two-Door Car,Large,2011-02-03,2,3
244,California,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-31,1,31
245,California,0,Extended,Bachelor,other,0,Suburban,Divorced,Corporate Auto,2,3,Agent,Two-Door Car,Medsize,2011-02-15,2,15
246,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-02-27,2,27
247,Arizona,0,Extended,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-01-21,1,21
248,Oregon,0,Extended,Bachelor,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Branch,Luxury,Medsize,2011-01-14,1,14
249,California,0,Basic,Master,Employed,0,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-01-25,1,25
250,Arizona,0,Premium,High School or Below,other,1,Suburban,Divorced,Personal Auto,3,3,Web,Two-Door Car,Medsize,2011-02-02,2,2
251,Nevada,0,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-09,2,9
252,Arizona,0,Basic,Doctor,Employed,0,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Medsize,2011-02-28,2,28
253,Washington,1,Basic,College,other,1,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Small,2011-01-27,1,27
254,Oregon,0,Extended,Bachelor,Employed,0,Urban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Large,2011-02-19,2,19
255,Nevada,1,Extended,High School or Below,other,0,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Medsize,2011-02-18,2,18
256,Oregon,0,Extended,Bachelor,Employed,1,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-14,2,14
257,California,0,Basic,Master,Employed,1,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small,2011-01-30,1,30
258,Washington,0,Extended,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-02-09,2,9
259,Oregon,0,Basic,Bachelor,Employed,1,Rural,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-06,2,6
260,California,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-23,2,23
261,California,0,Basic,College,Employed,1,Rural,Married,Personal Auto,1,1,Web,Four-Door Car,Medsize,2011-02-22,2,22
262,Arizona,0,Basic,College,other,1,Suburban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-16,1,16
263,Arizona,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-02,2,2
264,California,0,Extended,Bachelor,Employed,0,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-22,2,22
265,Oregon,0,Basic,College,other,0,Rural,Married,Corporate Auto,1,1,Web,Four-Door Car,Medsize,2011-01-03,1,3
266,Arizona,0,Extended,Master,Employed,1,Rural,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-27,2,27
267,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Small,2011-02-15,2,15
268,California,0,Extended,College,Employed,0,Rural,Married,Corporate Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-11,1,11
269,Arizona,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Corporate Auto,3,2,Call Center,Sports Car,Medsize,2011-01-21,1,21
270,Nevada,0,Basic,Master,other,1,Rural,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-26,1,26
271,Washington,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,1,1,Branch,SUV,Medsize,2011-01-01,1,1
272,Oregon,0,Premium,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,2011-02-23,2,23
273,Arizona,0,Extended,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,3,1,Agent,Sports Car,Small,2011-02-04,2,4
274,Washington,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-06,2,6
275,Oregon,0,Basic,Master,other,0,Rural,Married,Special Auto,3,1,Web,Two-Door Car,Medsize,2011-02-10,2,10
276,Arizona,0,Premium,College,Employed,0,Suburban,Divorced,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-02,1,2
277,Arizona,0,Premium,High School or Below,Employed,1,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-02-10,2,10
278,California,0,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,3,3,Branch,Two-Door Car,Medsize,2011-01-19,1,19
279,Oregon,0,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-02-23,2,23
280,Nevada,0,Extended,College,Unemployed,0,Urban,Single,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-07,1,7
281,California,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,2,4,Web,Two-Door Car,Medsize,2011-01-14,1,14
282,Nevada,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-15,2,15
283,Washington,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-02-24,2,24
284,Washington,0,Premium,Bachelor,Employed,0,Rural,Single,Personal Auto,2,1,Branch,Two-Door Car,Medsize,2011-02-02,2,2
285,Arizona,0,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-07,1,7
286,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-02-28,2,28
287,California,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-17,2,17
288,California,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,1,1,Agent,Sports Car,Medsize,2011-02-12,2,12
289,Washington,0,Basic,College,Employed,0,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Large,2011-01-09,1,9
290,Oregon,0,Premium,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize,2011-01-10,1,10
291,California,0,Extended,High School or Below,Employed,0,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Large,2011-01-08,1,8
292,Oregon,0,Extended,Master,Employed,0,Rural,Married,Personal Auto,3,1,Branch,Luxury,Medsize,2011-01-25,1,25
293,Arizona,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Corporate Auto,2,3,Web,Four-Door Car,Small,2011-01-27,1,27
294,Oregon,0,Premium,High School or Below,other,1,Rural,Married,Personal Auto,2,1,Call Center,Two-Door Car,Large,2011-01-12,1,12
295,Arizona,0,Basic,Doctor,Employed,0,Rural,Single,Special Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-16,1,16
296,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-22,1,22
297,Washington,0,Basic,Bachelor,Unemployed,1,Rural,Married,Special Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-13,1,13
298,Arizona,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Small,2011-02-11,2,11
299,Oregon,0,Premium,High School or Below,Unemployed,0,Suburban,Divorced,Corporate Auto,3,3,Web,Four-Door Car,Medsize,2011-01-04,1,4
300,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-29,1,29
301,Nevada,0,Basic,Bachelor,Employed,0,Rural,Married,Corporate Auto,3,4,Web,Four-Door Car,Medsize,2011-02-28,2,28
302,Oregon,1,Basic,High School or Below,other,0,Suburban,Married,Personal Auto,2,1,Web,Sports Car,Medsize,2011-02-04,2,4
303,Washington,0,Basic,College,Employed,1,Rural,Married,Personal Auto,1,1,Agent,SUV,Small,2011-02-02,2,2
304,Oregon,0,Extended,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-01-03,1,3
305,Washington,1,Basic,College,Unemployed,1,Suburban,Divorced,Corporate Auto,3,1,Agent,SUV,Medsize,2011-02-21,2,21
306,California,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Corporate Auto,1,2,Call Center,SUV,Medsize,2011-02-01,2,1
307,Oregon,0,Extended,College,Employed,0,Urban,Single,Personal Auto,3,3,Web,SUV,Medsize,2011-01-01,1,1
308,Oregon,1,Premium,Bachelor,Employed,1,Rural,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-28,2,28
309,California,1,Basic,Bachelor,Employed,1,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Small,2011-01-12,1,12
310,Oregon,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-13,2,13
311,Oregon,1,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-29,1,29
312,California,0,Basic,High School or Below,Employed,0,Rural,Married,Corporate Auto,2,4,Agent,Four-Door Car,Medsize,2011-02-13,2,13
313,Oregon,0,Basic,Doctor,Employed,1,Urban,Married,Personal Auto,3,3,Call Center,SUV,Small,2011-01-22,1,22
314,Oregon,0,Premium,Master,Employed,1,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-25,1,25
315,Oregon,0,Premium,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,3,Branch,SUV,Medsize,2011-02-23,2,23
316,Oregon,0,Extended,College,Employed,1,Rural,Married,Corporate Auto,3,3,Call Center,SUV,Medsize,2011-02-18,2,18
317,California,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small,2011-01-03,1,3
318,California,0,Extended,Bachelor,Employed,1,Suburban,Single,Personal Auto,2,3,Call Center,SUV,Medsize,2011-01-09,1,9
319,California,1,Basic,Master,Employed,1,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Large,2011-01-03,1,3
320,Arizona,0,Basic,College,Employed,1,Rural,Married,Corporate Auto,3,4,Agent,SUV,Small,2011-02-21,2,21
321,Arizona,1,Basic,Doctor,Employed,1,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-22,2,22
322,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-09,1,9
323,California,0,Basic,College,Unemployed,1,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-02-07,2,7
324,California,0,Extended,Bachelor,Employed,0,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-02-26,2,26
325,California,1,Basic,College,Unemployed,0,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-30,1,30
326,Nevada,0,Extended,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,2,2,Web,Four-Door Car,Small,2011-02-28,2,28
327,Nevada,0,Basic,Bachelor,Employed,1,Rural,Married,Corporate Auto,1,2,Web,Four-Door Car,Medsize,2011-02-20,2,20
328,Oregon,0,Basic,College,Employed,1,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-20,1,20
329,California,0,Extended,Bachelor,Employed,0,Suburban,Single,Personal Auto,1,1,Call Center,Two-Door Car,Medsize,2011-01-22,1,22
330,California,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-06,1,6
331,California,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Corporate Auto,1,3,Web,SUV,Medsize,2011-02-06,2,6
332,California,0,Basic,College,Employed,1,Suburban,Divorced,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-02-02,2,2
333,Oregon,0,Extended,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,1,4,Call Center,Four-Door Car,Medsize,2011-02-23,2,23
334,Arizona,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Small,2011-01-07,1,7
335,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-27,2,27
336,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-01-21,1,21
337,California,0,Basic,Bachelor,Employed,0,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize,2011-02-04,2,4
338,Arizona,0,Basic,Bachelor,Unemployed,1,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Medsize,2011-01-08,1,8
339,California,0,Extended,College,Employed,0,Rural,Married,Personal Auto,1,4,Branch,Two-Door Car,Medsize,2011-02-04,2,4
340,California,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,1,3,Branch,SUV,Medsize,2011-01-15,1,15
341,California,0,Premium,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,SUV,Small,2011-02-07,2,7
342,Oregon,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-19,2,19
343,California,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-09,2,9
344,California,1,Basic,High School or Below,Employed,1,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-05,2,5
345,Nevada,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Large,2011-01-15,1,15
346,Oregon,0,Basic,High School or Below,other,0,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-06,2,6
347,Washington,0,Basic,Master,other,0,Urban,Divorced,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-02-27,2,27
348,Nevada,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-17,1,17
349,Oregon,0,Extended,College,Employed,1,Suburban,Married,Corporate Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-07,1,7
350,California,0,Premium,College,other,1,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-03,1,3
351,Arizona,0,Basic,College,Employed,1,Urban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-26,1,26
352,California,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Corporate Auto,3,1,Call Center,Four-Door Car,Small,2011-01-07,1,7
353,Washington,0,Basic,Master,Employed,1,Rural,Married,Personal Auto,3,2,Web,Two-Door Car,Medsize,2011-01-14,1,14
354,Washington,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Large,2011-02-20,2,20
355,California,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Small,2011-01-01,1,1
356,Oregon,0,Basic,Master,Employed,1,Urban,Divorced,Personal Auto,2,2,Branch,SUV,Medsize,2011-01-10,1,10
357,California,0,Premium,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-27,1,27
358,Nevada,0,Basic,College,Employed,1,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-07,2,7
359,California,0,Basic,Doctor,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Small,2011-01-25,1,25
360,Nevada,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Medsize,2011-02-11,2,11
361,Arizona,1,Extended,Bachelor,Unemployed,1,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Small,2011-01-19,1,19
362,California,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,2,2,Agent,Sports Car,Large,2011-02-04,2,4
363,Oregon,1,Basic,Bachelor,other,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-09,2,9
364,California,0,Basic,High School or Below,other,0,Suburban,Married,Special Auto,3,1,Branch,Four-Door Car,Large,2011-02-20,2,20
365,Arizona,0,Extended,Bachelor,Employed,0,Suburban,Divorced,Corporate Auto,2,1,Call Center,Four-Door Car,Small,2011-02-04,2,4
366,California,0,Premium,College,Employed,1,Urban,Single,Personal Auto,3,2,Call Center,SUV,Small,2011-01-08,1,8
367,California,1,Basic,College,other,1,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-02,2,2
368,Oregon,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-07,2,7
369,Oregon,1,Extended,Master,Employed,1,Rural,Married,Corporate Auto,2,1,Branch,Four-Door Car,Large,2011-01-10,1,10
370,California,1,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Medsize,2011-01-26,1,26
